chrom,start,end,window_id,n_l1,mean_l1_divergence,n_young_l1,n_genes
chr8,70541503,70760866,w559,29,170.069,2,0
chr1,48317016,48536379,w560,40,200.9,5,1
chr4,97054206,97273569,w561,38,174.289,12,1
chr16,41515940,41735303,w562,0,,0,0
chr11,119867883,120087246,w563,20,215.55,3,1
chr11,73201502,73420865,w564,26,200.769,2,4
chr11,67690226,67909589,w565,21,189.524,4,2
chr13,35133818,35353181,w566,29,151.345,7,1
chr1,78382901,78602264,w567,58,194.81,15,2
chr5,167121311,167340674,w568,31,211.613,5,0
chr9,61231930,61451293,w569,0,,0,0
chr5,161578749,161798112,w570,63,183.349,19,0
chr16,40482139,40701502,w571,0,,0,0
chr7,112568750,112788113,w572,54,170.444,17,0
chr14,92795186,93014549,w573,41,223.073,6,1
chr16,84598055,84817418,w574,21,183.095,7,0
chr8,91533033,91752396,w575,36,177.556,11,1
chr18,44981682,45201045,w576,16,160.375,6,1
chr10,1776129,1995492,w577,44,200.773,10,0
chr16,84082299,84301662,w578,34,215.824,7,3
chr5,25724053,25943416,w579,51,195.51,17,0
chr8,50600009,50819372,w580,62,205.758,9,0
chr8,106544805,106764168,w581,16,163.5,6,0
chr2,122212562,122431925,w582,59,180.407,12,1
chr6,3963537,4182900,w583,56,179.946,9,3
chr18,8782913,9002276,w584,37,179.405,8,2
chr10,99610642,99830005,w585,77,167.987,19,1
chr3,104255197,104474560,w586,44,177.25,9,7
chr5,107313562,107532925,w587,35,203.829,10,1
chr3,19055629,19274992,w588,48,186.042,15,1
chr1,37328863,37548226,w589,21,215.381,0,9
chr19,20417511,20636874,w590,47,212.532,15,2
chr7,10008895,10228258,w591,59,197.814,12,0
chr5,111532407,111751770,w592,54,172.481,19,3
chr10,2123373,2342736,w593,52,224.827,7,2
chr1,167688419,167907782,w594,38,170.447,17,5
chr4,41719338,41938701,w595,39,182.0,11,3
chr12,73014520,73233883,w596,57,170.526,24,1
chr11,39343048,39562411,w597,40,168.825,12,0
chr21,7796462,8015825,w598,61,195.115,17,0
chr10,111228763,111448126,w599,41,205.707,4,2
chr7,68689013,68908376,w600,40,188.1,15,0
chr13,77355248,77574611,w601,45,181.622,13,0
chr18,30954158,31173521,w602,47,177.447,15,0
chr12,6253364,6472727,w603,40,191.55,3,7
chr20,61412524,61631887,w604,46,218.391,7,2
chr14,56829198,57048561,w605,43,188.791,11,0
chr17,5867286,6086649,w606,48,181.938,17,1
chr2,223156037,223375400,w607,47,200.149,7,2
chr13,89618503,89837866,w608,58,211.759,10,1
chr7,111983095,112202458,w609,34,176.353,11,0
chr9,95005145,95224508,w610,38,180.368,9,1
chr11,61893074,62112437,w611,37,194.784,5,5
chr21,41386784,41606147,w612,41,223.61,2,4
chr22,20450381,20669744,w613,17,254.353,0,13
chr4,142428308,142647671,w614,40,211.475,4,4
chr13,97842970,98062333,w615,48,205.312,5,2
chr13,67783746,68003109,w616,71,196.746,13,0
chr5,85794758,86014121,w617,62,190.452,17,0
chr2,33661347,33880710,w618,46,187.174,10,2
chr1,166958055,167177418,w619,36,202.056,3,2
chr14,34385918,34605281,w620,64,181.328,17,0
chr8,144444551,144663914,w621,26,238.654,1,6
chr22,47958257,48177620,w622,61,216.311,5,3
chr7,43441406,43660769,w623,41,182.976,10,0
chr21,25599758,25819121,w624,37,194.757,7,0
chr6,35999006,36218369,w625,45,209.267,3,4
chr14,67024883,67244246,w626,36,197.333,2,3
chr1,240698364,240917727,w627,31,185.903,8,1
chr9,10742742,10962105,w628,61,156.787,29,0
chr15,28509448,28728811,w629,63,201.746,8,2
chr19,37541724,37761087,w630,19,207.947,0,10
chr15,8946986,9166349,w631,0,,0,0
chr1,153641992,153861355,w632,46,209.37,4,6
chr6,139619746,139839109,w633,26,194.231,6,2
chr1,118886817,119106180,w634,27,156.704,10,3
chr2,35354760,35574123,w635,55,203.473,12,1
chr11,47669641,47889004,w636,26,189.423,3,8
chr12,21721430,21940793,w637,45,187.244,11,2
chr14,89387568,89606931,w638,47,191.617,8,4
chr16,53891726,54111089,w639,51,197.588,11,3
chr13,82488082,82707445,w640,61,199.197,19,0
chr15,55391719,55611082,w641,45,208.267,6,3
chr1,241147123,241366486,w642,60,207.233,8,2
chr3,193902984,194122347,w643,39,206.077,8,2
chr10,64627728,64847091,w644,52,169.865,12,0
chr16,9204944,9424307,w645,43,149.814,14,1
chr1,182216954,182436317,w646,53,183.132,12,2
chr8,99568829,99788192,w647,53,153.925,14,0
chr11,67675374,67894737,w648,23,203.348,3,3
chr1,41176703,41396066,w649,16,218.0,1,3
chr6,142509241,142728604,w650,55,222.8,10,0
chr18,8370467,8589830,w651,38,171.816,13,1
chr11,32585371,32804734,w652,53,177.038,11,1
chr3,121422420,121641783,w653,42,184.643,6,1
chr16,45202408,45421771,w654,0,,0,0
chr5,152244079,152463442,w655,52,193.865,6,4
chr16,80711669,80931032,w656,60,185.117,6,3
chr4,26585526,26804889,w657,56,162.089,17,0
chr10,75787937,76007300,w658,36,208.5,1,5
chr6,10619934,10839297,w659,44,185.545,8,5
chr4,149072656,149292019,w660,25,213.24,1,1
chr17,26161112,26380475,w661,0,,0,0
chr3,159964574,160183937,w662,37,185.054,12,0
chr1,145236010,145455373,w663,30,164.033,10,3
chr5,113457728,113677091,w664,50,203.34,7,1
chr12,116061074,116280437,w665,27,224.0,1,1
chr15,18804801,19024164,w666,70,160.157,22,4
chr22,27708484,27927847,w667,24,223.333,3,1
chr4,6965562,7184925,w668,34,242.294,2,6
chr6,129110590,129329953,w669,27,222.963,3,2
chr2,91441841,91661204,w670,13,235.615,1,0
chr9,20601284,20820647,w671,52,184.038,11,5
chr22,15527450,15746813,w672,2,87.0,2,0
chr12,117575356,117794719,w673,57,167.702,17,0
chr10,18314258,18533621,w674,38,185.368,9,1
chr6,2300516,2519879,w675,50,196.52,6,2
chr18,52046703,52266066,w676,47,192.553,12,0
chr8,76278947,76498310,w677,30,204.4,7,0
chr2,125387682,125607045,w678,56,202.554,16,0
chr5,637439,856802,w679,35,240.086,3,4
chr1,127945524,128164887,w680,12,125.083,8,0
chr3,109461172,109680535,w681,57,182.965,19,0
chr1,90310038,90529401,w682,47,185.702,11,1
chr7,137605346,137824709,w683,67,178.149,28,0
chr11,950256,1169619,w684,21,220.286,2,5
chr5,180912082,181131445,w685,62,195.145,6,2
chr6,69610962,69830325,w686,61,168.262,22,3
chr20,6892522,7111885,w687,46,191.978,13,0
chr13,48468190,48687553,w688,69,201.13,6,5
chr9,64655055,64874418,w689,0,,0,0
chr4,43678697,43898060,w690,46,167.5,16,0
chr18,55006412,55225775,w691,33,191.03,4,2
chr3,145158400,145377763,w692,49,193.0,5,3
chr5,163436970,163656333,w693,49,158.082,17,0
chr18,67477545,67696908,w694,52,210.519,13,0
chr8,127847344,128066707,w695,55,183.673,17,0
chr13,59549492,59768855,w696,39,188.231,10,1
chr10,26622476,26841839,w697,60,193.8,15,2
chr11,66303976,66523339,w698,28,201.286,3,12
chr4,9160303,9379666,w699,0,,0,20
chr4,180415554,180634917,w700,53,186.906,16,0
chr5,110766117,110985480,w701,50,189.04,7,0
chr2,214560903,214780266,w702,46,187.783,14,0
chr17,14343249,14562612,w703,66,202.485,11,0
chr4,28965429,29184792,w704,39,202.256,9,1
chr9,2143755,2363118,w705,32,197.75,4,1
chr14,51910737,52130100,w706,46,158.826,20,1
chr14,75856815,76076178,w707,23,166.348,8,1
chr7,144341696,144561059,w708,70,174.314,25,5
chr7,67043836,67263199,w709,62,202.355,4,2
chr22,29166251,29385614,w710,43,179.256,2,5
chr11,30148599,30367962,w711,44,161.795,17,2
chr15,25917207,26136570,w712,60,216.383,2,3
chr18,39633613,39852976,w713,27,208.037,8,1
chr14,94925874,95145237,w714,21,229.81,2,16
chr3,56034133,56253496,w715,47,191.532,13,0
chr9,1411749,1631112,w716,55,168.782,15,0
chr2,122246851,122466214,w717,48,180.667,11,0
chr11,71063312,71282675,w718,34,207.0,3,1
chr20,6803530,7022893,w719,34,186.735,11,1
chr8,53512856,53732219,w720,46,197.435,11,1
chr7,34051580,34270943,w721,25,232.88,2,0
chr1,147773198,147992561,w722,56,207.286,9,1
chr20,57281395,57500758,w723,45,185.667,18,0
chr2,165116126,165335489,w724,32,224.688,2,3
chr1,190245377,190464740,w725,82,167.402,37,0
chr4,149763747,149983110,w726,44,173.318,12,2
chr1,1261568,1480931,w727,38,238.421,2,8
chr7,80440501,80659864,w728,40,189.525,7,0
chr8,42471843,42691206,w729,35,195.171,2,6
chr5,128542144,128761507,w730,47,182.574,11,2
chr1,201940195,202159558,w731,28,198.071,3,6
chr2,50729645,50949008,w732,22,179.773,7,0
chr6,159353704,159573067,w733,51,207.765,4,4
chr1,222438353,222657716,w734,35,137.571,16,2
chr12,106094836,106314199,w735,32,178.625,6,3
chr3,181030269,181249632,w736,53,197.057,14,1
chr4,2930203,3149566,w737,41,211.463,3,6
chr6,48478527,48697890,w738,60,193.2,18,0
chr6,15473035,15692398,w739,44,176.773,10,1
chr1,247354618,247573981,w740,90,157.211,42,10
chr2,96803208,97022571,w741,47,190.468,8,4
chr16,88930655,89150018,w742,26,219.462,2,1
chr1,143566752,143786115,w743,58,217.862,11,4
chr8,125742527,125961890,w744,50,197.88,4,3
chr8,35633346,35852709,w745,30,164.667,9,1
chr5,20296434,20515797,w746,32,158.281,17,1
chr7,19738957,19958320,w747,47,180.021,15,3
chr14,75644474,75863837,w748,28,190.179,6,4
chr16,41276049,41495412,w749,0,,0,0
chr4,52608274,52827637,w750,0,,0,0
chr5,131446464,131665827,w751,74,148.959,26,0
chr4,50348783,50568146,w752,0,,0,0
chr7,138460033,138679396,w753,41,170.537,14,2
chr12,10811865,11031228,w754,66,224.53,13,8
chr3,64537180,64756543,w755,34,187.529,8,3
chr5,52372209,52591572,w756,48,186.583,15,0
chr19,56197623,56416986,w757,41,182.171,8,10
chr1,115070312,115289675,w758,46,199.804,10,2
chr7,98644680,98864043,w759,44,171.136,12,0
chr12,115614058,115833421,w760,48,165.104,16,0
chr2,177010795,177230158,w761,22,177.682,3,3
chr1,100850041,101069404,w762,47,175.255,11,2
chr2,104221511,104440874,w763,42,195.643,10,0
chr18,72173162,72392525,w764,80,206.925,15,0
chr1,181665158,181884521,w765,34,202.882,5,5
chr3,18973742,19193105,w766,49,160.265,17,1
chr1,185228575,185447938,w767,31,177.935,11,0
chr2,44705488,44924851,w768,31,197.548,5,0
chr10,108483194,108702557,w769,54,215.796,7,0
chr4,109318124,109537487,w770,46,161.239,18,1
chr9,102681317,102900680,w771,68,208.471,12,2
chr10,83084201,83303564,w772,36,216.083,6,1
chr16,31392050,31611413,w773,9,197.667,2,15
chr1,222637987,222857350,w774,29,160.966,7,1
chr16,93431816,93651179,w775,39,244.487,2,4
chr10,89566936,89786299,w776,42,188.119,9,5
chr2,53286453,53505816,w777,59,153.525,24,0
chr14,35278585,35497948,w778,63,181.111,26,0
chr16,2007054,2226417,w779,7,224.0,1,19
chr4,87544110,87763473,w780,40,159.075,21,1
chr18,66632243,66851606,w781,57,193.579,16,1
chr7,104657992,104877355,w782,45,177.978,9,4
chr10,37914122,38133485,w783,73,186.479,15,3
chr22,632809,852172,w784,0,,0,0
chr5,54059526,54278889,w785,35,184.286,10,0
chr15,6763786,6983149,w786,0,,0,0
chr5,135338251,135557614,w787,31,195.129,2,6
chr15,92894619,93113982,w788,51,208.745,10,1
chr10,31074502,31293865,w789,55,172.236,19,1
chr3,65154829,65374192,w790,45,154.6,19,1
chr6,108057913,108277276,w791,36,207.0,4,2
chr5,19997722,20217085,w792,52,168.712,25,0
chr1,175514180,175733543,w793,58,170.155,17,1
chr1,129454721,129674084,w794,0,,0,0
chr5,178507315,178726678,w795,45,219.0,6,5
chr1,25172266,25391629,w796,35,159.286,8,5
chr2,18468255,18687618,w797,36,179.583,13,3
chr13,15151485,15370848,w798,0,,0,0
chr12,67317001,67536364,w799,30,193.8,6,2
chr13,66261933,66481296,w800,12,235.417,2,1
chr5,78420455,78639818,w801,32,198.031,6,1
chr17,50466226,50685589,w802,26,206.923,1,4
chr10,110535736,110755099,w803,55,168.636,18,0
chr2,211896851,212116214,w804,31,180.484,12,0
chr2,38325079,38544442,w805,31,172.032,5,3
chr12,55772703,55992066,w806,27,185.889,4,13
chr3,20282833,20502196,w807,41,185.049,8,1
chr8,50062769,50282132,w808,46,193.37,12,0
chr22,34601878,34821241,w809,54,208.019,7,0
chr1,122281660,122501023,w810,0,,0,0
chr1,19796496,20015859,w811,45,175.511,8,7
chr22,9141872,9361235,w812,51,190.314,12,0
chr9,93749845,93969208,w813,36,201.722,4,2
chr2,42869426,43088789,w814,25,205.48,3,1
chr18,59094798,59314161,w815,38,206.684,3,1
chr17,68671620,68890983,w816,52,217.135,4,2
chr9,47172524,47391887,w817,0,,0,0
chr10,113493687,113713050,w818,25,209.24,2,2
chr4,46178520,46397883,w819,35,154.4,16,1
chr1,211859091,212078454,w820,45,195.2,6,6
chr10,75779723,75999086,w821,32,219.5,0,5
chr4,20546404,20765767,w822,31,155.581,13,1
chr11,121173942,121393305,w823,43,185.581,8,1
chr16,38463143,38682506,w824,44,186.432,11,2
chr1,476569,695932,w825,22,227.682,1,15
chr10,51095041,51314404,w826,59,185.119,16,1
chr3,86612158,86831521,w827,34,177.765,15,0
chr17,57141240,57360603,w828,54,170.0,16,0
chr4,64665028,64884391,w829,20,202.4,3,0
chr10,104006193,104225556,w830,45,185.244,3,3
chr9,149210165,149429528,w831,10,250.5,0,20
chr6,44701523,44920886,w832,59,163.695,22,0
chr11,1962185,2181548,w833,22,214.0,5,10
chr13,91279166,91498529,w834,38,194.974,10,0
chr9,64471393,64690756,w835,0,,0,0
chr13,62311006,62530369,w836,48,207.188,11,0
chr22,31160069,31379432,w837,52,200.981,4,2
chr6,64390091,64609454,w838,30,170.133,7,1
chr8,128034375,128253738,w839,45,171.044,13,3
chr1,204749191,204968554,w840,22,177.636,2,5
chr14,84813535,85032898,w841,44,212.364,1,2
chr8,55524771,55744134,w842,30,195.467,4,0
chr6,136064452,136283815,w843,37,201.378,4,3
chr2,160531367,160750730,w844,35,156.114,10,2
chr17,10478355,10697718,w845,46,208.196,1,6
chr6,57126464,57345827,w846,44,164.159,15,2
chr12,54094529,54313892,w847,9,174.0,1,10
chr2,198579308,198798671,w848,40,181.95,7,0
chr20,25425951,25645314,w849,66,204.97,4,2
chr3,112137969,112357332,w850,72,155.681,29,1
chr3,176697928,176917291,w851,24,205.125,5,1
chr16,77409500,77628863,w852,39,222.128,3,5
chr18,25381830,25601193,w853,27,200.0,3,1
chr3,39165277,39384640,w854,67,181.09,14,4
chr7,129669655,129889018,w855,37,197.486,5,5
chr13,37779798,37999161,w856,35,189.571,10,3
chr17,47460535,47679898,w857,46,213.826,3,1
chr6,34028648,34248011,w858,58,189.569,4,6
chr8,63330143,63549506,w859,54,182.556,14,2
chr13,37973914,38193277,w860,43,194.535,7,1
chr13,20351836,20571199,w861,51,177.529,10,7
chr14,70638739,70858102,w862,30,180.533,4,0
chr9,104810167,105029530,w863,64,196.141,8,4
chr2,11072755,11292118,w864,56,211.339,5,3
chr18,54786616,55005979,w865,60,192.967,16,2
chr16,69254742,69474105,w866,43,185.791,14,0
chr14,76369951,76589314,w867,42,206.31,8,0
chr2,44306328,44525691,w868,50,205.32,8,2
chr3,83304135,83523498,w869,41,171.756,18,0
chr13,53931843,54151206,w870,41,193.0,12,0
chr1,2114870,2334233,w871,7,210.857,0,1
chr21,25682520,25901883,w872,39,177.487,11,0
chr6,9975715,10195078,w873,42,164.429,15,1
chr12,79738605,79957968,w874,49,194.408,9,2
chr17,83385408,83604771,w875,27,240.519,0,6
chr6,30194313,30413676,w876,59,184.678,16,7
chr5,40885489,41104852,w877,59,187.39,17,6
chr10,130968418,131187781,w878,38,207.211,4,3
chr9,17482910,17702273,w879,59,179.203,16,1
chr6,65284543,65503906,w880,59,165.322,26,0
chr10,64715974,64935337,w881,46,176.565,11,0
chr19,31735597,31954960,w882,36,188.056,10,2
chr7,126135333,126354696,w883,62,194.984,15,2
chr3,60436610,60655973,w884,34,170.382,13,1
chr6,30249797,30469160,w885,51,178.333,15,6
chr6,61882001,62101364,w886,44,178.091,15,0
chr2,48155363,48374726,w887,56,205.0,5,1
chr2,142316941,142536304,w888,28,202.071,7,0
chr12,96039979,96259342,w889,19,167.842,2,1
chr5,86371826,86591189,w890,69,188.391,24,0
chr20,61877355,62096718,w891,50,213.14,7,2
chr4,57243956,57463319,w892,47,158.787,16,0
chr2,116534984,116754347,w893,46,191.565,12,0
chr13,17093672,17313035,w894,0,,0,0
chr17,10618042,10837405,w895,34,170.559,10,5
chr4,3789477,4008840,w896,18,230.444,0,1
chr3,156763444,156982807,w897,71,202.563,14,2
chr3,121137073,121356436,w898,51,171.569,19,0
chr8,130904444,131123807,w899,32,181.969,9,2
chr7,23465189,23684552,w900,47,204.064,5,4
chr4,135285445,135504808,w901,51,208.078,14,0
chr1,105733439,105952802,w902,60,180.583,26,0
chr7,144842272,145061635,w903,55,203.509,11,4
chr20,10025971,10245334,w904,35,178.8,9,2
chr11,93224748,93444111,w905,60,179.367,10,1
chr8,122733911,122953274,w906,30,179.233,10,3
chr2,86978325,87197688,w907,55,200.673,4,4
chr4,53273171,53492534,w908,0,,0,0
chr4,188516137,188735500,w909,39,188.333,5,4
chr14,66968912,67188275,w910,37,193.622,1,3
chr17,51672877,51892240,w911,30,203.2,1,3
chr18,44379127,44598490,w912,50,172.18,22,0
chr22,3863086,4082449,w913,69,180.043,34,0
chr22,43469735,43689098,w914,27,210.111,4,8
chr20,15938189,16157552,w915,34,206.794,4,1
chr1,231103320,231322683,w916,27,159.667,8,2
chr2,122179209,122398572,w917,55,178.364,12,2
chr4,73292416,73511779,w918,59,138.203,36,7
chr9,135697542,135916905,w919,56,219.018,2,0
chr2,210292871,210512234,w920,30,169.733,9,2
chr16,15798307,16017670,w921,49,209.612,4,3
chr10,131980542,132199905,w922,27,255.37,5,1
chr9,8781729,9001092,w923,35,180.257,12,2
chr2,63918633,64137996,w924,36,186.778,3,1
chr4,101707169,101926532,w925,37,160.811,15,0
chr2,21923743,22143106,w926,54,194.333,13,0
chr16,52893140,53112503,w927,84,195.738,16,2
chr9,83813685,84033048,w928,42,191.286,7,1
chr13,7406221,7625584,w929,14,292.5,9,0
chr4,15798065,16017428,w930,40,195.5,8,2
chr6,141361458,141580821,w931,41,221.951,9,1
chr6,93150320,93369683,w932,50,202.42,13,0
chr13,94312363,94531726,w933,28,192.214,7,2
chr14,97791231,98010594,w934,41,205.854,2,5
chr3,78428052,78647415,w935,36,170.917,9,0
chr19,12391459,12610822,w936,41,206.512,4,6
chr2,25302636,25521999,w937,35,191.114,4,3
chr18,35114923,35334286,w938,39,172.41,10,1
chr2,42055721,42275084,w939,48,202.646,3,3
chr4,13250417,13469780,w940,56,171.625,17,1
chr16,8691021,8910384,w941,48,203.0,2,6
chr3,13129147,13348510,w942,42,224.81,1,1
chr6,138761396,138980759,w943,26,176.077,6,2
chr7,139555730,139775093,w944,41,192.512,6,1
chr4,118627772,118847135,w945,50,196.16,18,0
chr12,52993317,53212680,w946,31,194.258,6,12
chr16,50583830,50803193,w947,0,,0,0
chr17,33804749,34024112,w948,26,162.077,8,5
chr5,72508986,72728349,w949,32,173.719,7,2
chr8,10019043,10238406,w950,42,204.214,7,1
chr4,87464944,87684307,w951,42,164.048,21,1
chr4,36583291,36802654,w952,50,181.14,15,1
chr2,96050212,96269575,w953,37,220.676,9,1
chr19,58199756,58419119,w954,30,217.433,1,15
chr17,56445061,56664424,w955,39,158.103,7,2
chr14,28472343,28691706,w956,36,180.0,8,1
chr8,106164973,106384336,w957,55,191.164,19,0
chr8,108091201,108310564,w958,41,168.634,16,0
chr8,131219739,131439102,w959,25,201.28,2,1
chr9,39563840,39783203,w960,52,197.365,10,0
chr7,16428062,16647425,w961,46,189.543,11,2
chr2,141722019,141941382,w962,39,177.769,15,0
chr2,155296721,155516084,w963,66,200.864,19,0
chr20,39821354,40040717,w964,41,210.976,4,4
chr7,25458979,25678342,w965,37,184.649,10,0
chr20,5981176,6200539,w966,44,200.841,5,6
chr2,145593811,145813174,w967,17,182.412,5,0
chr9,87763013,87982376,w968,61,180.115,17,0
chr3,106998621,107217984,w969,47,186.851,15,0
chr4,72658937,72878300,w970,68,182.691,36,2
chr1,240395151,240614514,w971,36,175.278,10,1
chr2,49093974,49313337,w972,32,172.875,13,1
chr18,10048131,10267494,w973,44,182.386,6,2
chr5,22745021,22964384,w974,32,199.781,9,1
chr10,79667126,79886489,w975,22,237.091,1,0
chr7,137517697,137737060,w976,64,182.578,24,0
chr6,64146493,64365856,w977,54,150.204,30,1
chr8,127912296,128131659,w978,51,186.294,17,0
chr3,159893941,160113304,w979,36,205.0,9,2
chr22,4899330,5118693,w980,16,289.438,11,0
chr15,39792638,40012001,w981,49,198.306,6,5
chr13,67465736,67685099,w982,45,190.556,15,0
chr7,145768293,145987656,w983,50,184.1,11,1
chr2,105414634,105633997,w984,51,184.471,9,4
chr18,63098592,63317955,w985,49,184.49,6,0
chr5,167506911,167726274,w986,26,204.808,4,2
chr1,176385198,176604561,w987,31,198.065,4,3
chr5,110095469,110314832,w988,50,189.08,9,1
chr14,6110796,6330159,w989,12,50.25,11,0
chr10,67701122,67920485,w990,27,185.481,7,2
chr13,34787516,35006879,w991,41,191.073,9,1
chr14,9859982,10079345,w992,39,183.333,16,0
chr3,47198969,47418332,w993,42,173.262,3,4
chr19,39848818,40068181,w994,35,182.771,3,5
chr7,3289222,3508585,w995,57,209.228,9,1
chr11,24904186,25123549,w996,47,173.149,22,0
chr1,159005543,159224906,w997,18,162.111,4,9
chr22,22760220,22979583,w998,43,178.907,14,4
chr4,93092740,93312103,w999,43,187.953,8,3
chr1,46211621,46430984,w1000,17,187.471,1,8
chr7,3201233,3420596,w1001,41,195.951,9,2
chr2,121131701,121351064,w1002,30,234.367,2,1
chr2,116517588,116736951,w1003,45,190.778,12,0
chr11,123001401,123220764,w1004,25,212.56,0,7
chr6,7226669,7446032,w1005,45,191.178,1,4
chr18,15074364,15293727,w1006,32,187.25,8,2
chr5,39786936,40006299,w1007,41,172.537,14,0
chr13,14342957,14562320,w1008,0,,0,0
chr7,113845073,114064436,w1009,62,165.306,20,2
chr11,41862862,42082225,w1010,38,181.158,10,1
chr10,112432274,112651637,w1011,45,190.311,10,0
chr7,56553649,56773012,w1012,39,209.667,8,4
chr20,32424538,32643901,w1013,0,,0,0
chr5,127372928,127592291,w1014,47,172.298,9,2
chr3,179202109,179421472,w1015,49,190.857,13,1
chr11,9268434,9487797,w1016,45,193.067,6,3
chr16,69119718,69339081,w1017,53,189.17,12,0
chr1,5395442,5614805,w1018,38,233.658,3,2
chr7,81407537,81626900,w1019,44,203.682,10,1
chr17,45598352,45817715,w1020,24,222.125,0,10
chr13,70024560,70243923,w1021,40,209.725,10,1
chr22,29070016,29289379,w1022,44,164.705,6,5
chr8,35161057,35380420,w1023,46,185.826,16,0
chr11,112788803,113008166,w1024,29,180.69,4,2
chr4,81510716,81730079,w1025,29,183.793,7,1
chr20,40922811,41142174,w1026,33,172.636,7,1
chr5,89369110,89588473,w1027,26,169.0,6,2
